0,/smc8/Melody1/Sequencer1/Slider0,i,0
20,/smc8/Melody1/Sequencer1/Slider1,i,0
21,/smc8/Melody1/Sequencer1/Slider2,i,0
22,/smc8/Melody1/Sequencer1/Slider3,i,0
24,/smc8/Melody1/Sequencer1/Slider4,i,0
25,/smc8/Melody1/Sequencer1/Slider5,i,0
26,/smc8/Melody1/Sequencer1/Slider6,i,0
27,/smc8/Melody1/Sequencer1/Slider7,i,0
2768,/smc8/Rhythm1/Sequencer1/Slider0,i,0
2773,/smc8/Rhythm1/Sequencer1/Slider1,i,0
2774,/smc8/Rhythm1/Sequencer1/Slider2,i,0
2780,/smc8/Rhythm1/Sequencer1/Slider3,i,0
2783,/smc8/Rhythm1/Sequencer1/Slider4,i,0
2784,/smc8/Rhythm1/Sequencer1/Slider5,i,0
2785,/smc8/Rhythm1/Sequencer1/Slider6,i,0
2792,/smc8/Rhythm1/Sequencer1/Slider7,i,0
3542,/smc8/Rhythm1/Sequencer1/Slider1,i,0
3659,/smc8/Rhythm1/Sequencer1/Slider1,i,170
3699,/smc8/Rhythm1/Sequencer1/Slider1,i,426
3731,/smc8/Rhythm1/Sequencer1/Slider1,i,511
7369,/smc8/Rhythm1/Sequencer1/Slider0,i,85
7437,/smc8/Rhythm1/Sequencer1/Slider0,i,255
7462,/smc8/Rhythm1/Sequencer1/Slider0,i,511
7509,/smc8/Rhythm1/Sequencer1/Slider0,i,596
7767,/smc8/Rhythm1/Sequencer1/Slider0,i,511
7893,/smc8/Rhythm1/Sequencer1/Slider0,i,426
8091,/smc8/Rhythm1/Sequencer1/Slider0,i,341
9277,/smc8/Rhythm1/Sequencer1/Slider3,i,85
9398,/smc8/Rhythm1/Sequencer1/Slider3,i,426
9429,/smc8/Rhythm1/Sequencer1/Slider3,i,596
9458,/smc8/Rhythm1/Sequencer1/Slider3,i,767
9670,/smc8/Rhythm1/Sequencer1/Slider3,i,682
9694,/smc8/Rhythm1/Sequencer1/Slider3,i,596
9750,/smc8/Rhythm1/Sequencer1/Slider3,i,426
9842,/smc8/Rhythm1/Sequencer1/Slider3,i,341
10589,/smc8/Rhythm1/Sequencer1/Slider1,i,511
10689,/smc8/Rhythm1/Sequencer1/Slider1,i,426
10714,/smc8/Rhythm1/Sequencer1/Slider1,i,341
10846,/smc8/Rhythm1/Sequencer1/Slider1,i,255
11052,/smc8/Rhythm1/Sequencer1/Slider1,i,170
12647,/smc8/Rhythm1/Sequencer1/Slider5,i,0
12697,/smc8/Rhythm1/Sequencer1/Slider5,i,85
12734,/smc8/Rhythm1/Sequencer1/Slider5,i,170
12761,/smc8/Rhythm1/Sequencer1/Slider5,i,341
12787,/smc8/Rhythm1/Sequencer1/Slider5,i,511
12815,/smc8/Rhythm1/Sequencer1/Slider5,i,596
12864,/smc8/Rhythm1/Sequencer1/Slider5,i,682
12937,/smc8/Rhythm1/Sequencer1/Slider5,i,767
12995,/smc8/Rhythm1/Sequencer1/Slider5,i,852
13161,/smc8/Rhythm1/Sequencer1/Slider5,i,767
13187,/smc8/Rhythm1/Sequencer1/Slider5,i,682
13240,/smc8/Rhythm1/Sequencer1/Slider5,i,596
13302,/smc8/Rhythm1/Sequencer1/Slider5,i,511
27567,/smc8/Rhythm1/Sequencer1/Slider0,i,341
27625,/smc8/Rhythm1/Sequencer1/Slider0,i,426
27656,/smc8/Rhythm1/Sequencer1/Slider0,i,511
27687,/smc8/Rhythm1/Sequencer1/Slider0,i,682
27716,/smc8/Rhythm1/Sequencer1/Slider0,i,767
27967,/smc8/Rhythm1/Sequencer1/Slider0,i,682
28047,/smc8/Rhythm1/Sequencer1/Slider0,i,596
28072,/smc8/Rhythm1/Sequencer1/Slider0,i,511
28162,/smc8/Rhythm1/Sequencer1/Slider0,i,426
28191,/smc8/Rhythm1/Sequencer1/Slider0,i,341
28250,/smc8/Rhythm1/Sequencer1/Slider0,i,255
28350,/smc8/Rhythm1/Sequencer1/Slider0,i,170
28451,/smc8/Rhythm1/Sequencer1/Slider0,i,85
28803,/smc8/Rhythm1/Sequencer1/Slider0,i,170
28865,/smc8/Rhythm1/Sequencer1/Slider0,i,255
29450,/smc8/Rhythm1/Sequencer1/Slider1,i,255
29540,/smc8/Rhythm1/Sequencer1/Slider1,i,511
29579,/smc8/Rhythm1/Sequencer1/Slider1,i,767
29601,/smc8/Rhythm1/Sequencer1/Slider1,i,852
29743,/smc8/Rhythm1/Sequencer1/Slider1,i,767
29787,/smc8/Rhythm1/Sequencer1/Slider1,i,682
29819,/smc8/Rhythm1/Sequencer1/Slider1,i,596
29845,/smc8/Rhythm1/Sequencer1/Slider1,i,511
29866,/smc8/Rhythm1/Sequencer1/Slider1,i,426
30040,/smc8/Rhythm1/Sequencer1/Slider1,i,341
30099,/smc8/Rhythm1/Sequencer1/Slider1,i,255
30128,/smc8/Rhythm1/Sequencer1/Slider1,i,170
30219,/smc8/Rhythm1/Sequencer1/Slider1,i,85
30985,/smc8/Rhythm1/Sequencer1/Slider0,i,255
31023,/smc8/Rhythm1/Sequencer1/Slider0,i,341
31056,/smc8/Rhythm1/Sequencer1/Slider0,i,426
31083,/smc8/Rhythm1/Sequencer1/Slider0,i,596
31116,/smc8/Rhythm1/Sequencer1/Slider0,i,682
31144,/smc8/Rhythm1/Sequencer1/Slider0,i,767
31204,/smc8/Rhythm1/Sequencer1/Slider0,i,852
31481,/smc8/Rhythm1/Sequencer1/Slider0,i,767
31512,/smc8/Rhythm1/Sequencer1/Slider0,i,682
31554,/smc8/Rhythm1/Sequencer1/Slider0,i,511
31593,/smc8/Rhythm1/Sequencer1/Slider0,i,426
31629,/smc8/Rhythm1/Sequencer1/Slider0,i,341
31722,/smc8/Rhythm1/Sequencer1/Slider0,i,255
31894,/smc8/Rhythm1/Sequencer1/Slider0,i,170
32346,/smc8/Rhythm1/Sequencer1/Slider1,i,170
32423,/smc8/Rhythm1/Sequencer1/Slider1,i,255
32458,/smc8/Rhythm1/Sequencer1/Slider1,i,426
32492,/smc8/Rhythm1/Sequencer1/Slider1,i,511
32521,/smc8/Rhythm1/Sequencer1/Slider1,i,596
32619,/smc8/Rhythm1/Sequencer1/Slider1,i,682
32682,/smc8/Rhythm1/Sequencer1/Slider1,i,767
32715,/smc8/Rhythm1/Sequencer1/Slider1,i,852
33066,/smc8/Rhythm1/Sequencer1/Slider1,i,767
33117,/smc8/Rhythm1/Sequencer1/Slider1,i,682
33142,/smc8/Rhythm1/Sequencer1/Slider1,i,596
33220,/smc8/Rhythm1/Sequencer1/Slider1,i,511
33315,/smc8/Rhythm1/Sequencer1/Slider1,i,426
