0,/smc8/Melody1/Sequencer1/Slider0,i,0
22,/smc8/Melody1/Sequencer1/Slider1,i,0
23,/smc8/Melody1/Sequencer1/Slider2,i,0
25,/smc8/Melody1/Sequencer1/Slider3,i,0
26,/smc8/Melody1/Sequencer1/Slider4,i,0
27,/smc8/Melody1/Sequencer1/Slider5,i,0
28,/smc8/Melody1/Sequencer1/Slider6,i,0
31,/smc8/Melody1/Sequencer1/Slider7,i,0
5366,/smc8/Rhythm1/Sequencer1/Slider0,i,0
5380,/smc8/Rhythm1/Sequencer1/Slider1,i,0
5382,/smc8/Rhythm1/Sequencer1/Slider2,i,0
5387,/smc8/Rhythm1/Sequencer1/Slider3,i,0
5388,/smc8/Rhythm1/Sequencer1/Slider4,i,0
5393,/smc8/Rhythm1/Sequencer1/Slider5,i,0
5395,/smc8/Rhythm1/Sequencer1/Slider6,i,0
5396,/smc8/Rhythm1/Sequencer1/Slider7,i,0
25433,/smc8/Rhythm1/Sequencer1/Slider1,i,85
25614,/smc8/Rhythm1/Sequencer1/Slider1,i,170
25724,/smc8/Rhythm1/Sequencer1/Slider1,i,255
49506,/smc8/Rhythm1/Sequencer1/Slider3,i,0
49588,/smc8/Rhythm1/Sequencer1/Slider3,i,85
49619,/smc8/Rhythm1/Sequencer1/Slider3,i,170
49646,/smc8/Rhythm1/Sequencer1/Slider3,i,255
49711,/smc8/Rhythm1/Sequencer1/Slider3,i,341
49809,/smc8/Rhythm1/Sequencer1/Slider3,i,426
49912,/smc8/Rhythm1/Sequencer1/Slider3,i,511
50063,/smc8/Rhythm1/Sequencer1/Slider3,i,426
50215,/smc8/Rhythm1/Sequencer1/Slider3,i,341
50314,/smc8/Rhythm1/Sequencer1/Slider3,i,255
51436,/smc8/Rhythm1/Sequencer1/Slider3,i,341
