0,/scale,f,9.732284
20,/scale,f,9.354331
21,/scale,f,9.165355
21,/scale,f,8.787401
21,/scale,f,8.503937
21,/scale,f,8.409449
21,/scale,f,8.031496
21,/scale,f,7.7480316
22,/scale,f,7.5590553
22,/scale,f,6.897638
22,/scale,f,6.5196853
22,/scale,f,6.2362204
22,/scale,f,5.6692915
23,/scale,f,5.3858266
23,/scale,f,5.1968503
29,/scale,f,5.007874
29,/scale,f,4.913386
29,/scale,f,4.5354333
30,/scale,f,4.4409447
30,/scale,f,4.3464565
30,/scale,f,4.2519684
30,/scale,f,4.1574802
30,/scale,f,4.062992
30,/scale,f,3.968504
31,/scale,f,3.8740158
31,/scale,f,3.7795277
31,/scale,f,3.6850393
31,/scale,f,3.5905511
32,/scale,f,3.496063
32,/scale,f,3.4015749
32,/scale,f,3.3070867
33,/scale,f,3.2125983
33,/scale,f,3.1181102
34,/scale,f,3.023622
326,/scale,f,3.023622
1887,/scale,f,3.023622
1888,/scale,f,3.3070867
1888,/scale,f,3.6850393
1888,/scale,f,4.1574802
1888,/scale,f,4.4409447
1888,/scale,f,5.007874
1889,/scale,f,5.1968503
1889,/scale,f,5.3858266
1889,/scale,f,5.858268
1890,/scale,f,6.047244
1890,/scale,f,6.141732
1890,/scale,f,6.4251966
1890,/scale,f,6.6141734
1890,/scale,f,6.7086616
1891,/scale,f,6.8031497
1891,/scale,f,6.897638
1891,/scale,f,6.992126
1891,/scale,f,7.086614
1891,/scale,f,7.1811023
1891,/scale,f,7.2755904
3493,/scale,f,7.2755904
3494,/scale,f,7.4645667
3495,/scale,f,7.8425198
3495,/scale,f,8.220472
3495,/scale,f,8.409449
3495,/scale,f,8.692913
3496,/scale,f,8.9763775
3496,/scale,f,9.070867
3496,/scale,f,9.448819
3496,/scale,f,9.543307
3496,/scale,f,9.732284
3496,/scale,f,9.826772
3496,/scale,f,9.92126
3497,/scale,f,10.015748
8512,/scale,f,10.015748
8522,/scale,f,9.448819
8548,/scale,f,8.598425
8551,/scale,f,7.937008
8553,/scale,f,7.5590553
8553,/scale,f,7.3700786
8553,/scale,f,6.8031497
8555,/scale,f,6.7086616
8555,/scale,f,6.5196853
8555,/scale,f,6.4251966
8555,/scale,f,6.3307085
8556,/scale,f,6.2362204
8556,/scale,f,6.141732
8556,/scale,f,6.047244
8556,/scale,f,5.952756
8556,/scale,f,5.858268
8556,/scale,f,5.6692915
8557,/scale,f,5.5748034
8557,/scale,f,5.4803147
8557,/scale,f,5.3858266
8557,/scale,f,5.2913384
8557,/scale,f,5.1968503
8557,/scale,f,5.007874
8557,/scale,f,4.913386
8557,/scale,f,4.8188977
8557,/scale,f,4.7244096
8558,/scale,f,4.6299214
8558,/scale,f,4.5354333
8558,/scale,f,4.4409447
8558,/scale,f,4.2519684
8558,/scale,f,4.062992
8558,/scale,f,3.968504
8558,/scale,f,3.7795277
8558,/scale,f,3.496063
8559,/scale,f,3.4015749
8559,/scale,f,3.2125983
8559,/scale,f,3.023622
8559,/scale,f,2.929134
8559,/scale,f,2.7401574
8559,/scale,f,2.6456692
8559,/scale,f,2.551181
8560,/scale,f,2.456693
8560,/scale,f,2.3622048
8560,/scale,f,2.2677166
8560,/scale,f,2.0787401
8560,/scale,f,1.984252
